"교육청","소재구","학교명","홈페이지 주소","설립","남녀","우편번호","주소","전화번호","1학년 학급수","2학년 학급수","3학년 학급수","특수 학급수","1학년 학생수 계","1학년 여학생 수","2학년 학생수 계","2학년 여학생 수","3학년 학생수 계","3학년 여학생 수","학급당 평균 학생수","정규 교원수 계","정규 여교원수","기간제 교원수 계","기간제 여교원수","직원수","여직원수","보통 교실 수","비고"
"성북","성북구","동구여자중학교","http://www.dong-gu.ms.kr","사립","여자","136-825","서울특별시 성북구 성북로8길 71 (성북동동구여자중학교)","02-762-2198","7","7","7","0","175","175","234","234","230","230","30.4","33","21","7","6","4","1","21",""
"성북","강북구","서라벌중학교","http://sorabol.ms.kr","사립","남자","142-892","서울특별시 강북구 삼양로155길 37-9 (우이동서라벌중학교)","070-8280-4653","5","6","6","0","131","0","176","0","171","0","28.1","28","10","3","2","4","0","18",""
"성북","성북구","성신여자중학교","http://www.sung-shin.ms.kr","사립","여자","136-060","서울특별시 성북구 북악산로 918 (돈암동성신여자중학교)","02-3290-7874","8","8","8","0","216","216","288","288","257","257","31.7","41","29","3","3","5","3","24",""
"성북","강북구","성암여자중학교","http://www.seongam.ms.kr","사립","여자","142-816","서울특별시 강북구 도봉로29길 52 (미아동성암여자중학교)","02-2179-1813","8","8","9","0","240","240","259","259","271","271","30.8","43","29","2","1","4","1","25",""
"성북","강북구","신일중학교","http://www.shin-il.ms.kr","사립","남자","142-711","서울특별시 강북구 솔매로49길 20 (미아동신일중고등학교)","02-944-9850","5","5","5","0","148","0","169","0","179","0","33.1","27","5","1","1","4","1","15",""
"성북","강북구","영훈국제중학교","http://www.younghoon.ms.kr","사립","공학","142-709","서울특별시 강북구 도봉로13가길 19 (미아동학교법인영훈학원)","02-944-7883","5","5","5","0","163","94","162","97","157","84","32.1","21","7","6","5","5","3","26",""
"성북","성북구","용문중학교","http://www.ymoon.ms.kr","사립","남자","136-072","서울특별시 성북구 인촌로 17가길  46 (안암동2가)","02-928-3871","5","5","5","0","122","0","159","0","137","0","27.9","26","7","3","1","4","0","15",""
"성북","강북구","창문여자중학교","http://www.changmun.ms.kr","사립","여자","142-802","서울특별시 강북구 월계로 61 창문여자중학교","02-986-1703","6","6","6","0","194","194","208","208","203","203","33.6","28","18","7","6","4","1","18",""
"성북","성북구","한성여자중학교","http://hansunggm.net/","사립","여자","136-042","서울특별시 성북구 삼선교로16길 118 (삼선동2가한성여자중학교)","02-742-2542","7","7","8","0","171","171","184","184","220","220","26.1","34","15","3","2","3","0","22",""
"성북","성북구","홍익대학교사범대학부속중학교","http://www.hongik.ms.kr","사립","남자","136-825","서울특별시 성북구 성북로14가길 23  홍익대학교사범대학부속중학교 (성북동홍익대학교부속중고등학교)","02-762-0824","6","7","7","0","195","0","223","0","217","0","31.8","30","12","10","7","4","0","26",""
"중부","중구","대경중학교","http://www.daekyeong.ms.kr","사립","남자","100-826","서울특별시 중구 매봉18길 111 (신당동대경 중학교(별관))","02-2235-5158","7","7","7","0","148","0","193","0","156","0","23.7","36","14","2","2","4","1","0",""
"중부","종로구","대신중학교","http://www.dae-shin.ms.kr","사립","남자","110-091","서울특별시 종로구 사직로 9 (행촌동대신중고등학교)","02-736-0317","5","6","6","0","161","0","176","0","163","0","29.4","23","9","10","7","4","3","18",""
"중부","종로구","덕성여자중학교","http://duksung.ms.kr","사립","여자","110-180","서울특별시 종로구 율곡로3길 49 (송현동덕성여자중학교)","02-733-4807","4","4","4","0","87","87","87","87","100","100","22.8","22","13","2","1","4","1","20",""
"중부","종로구","동성중학교","http://sds.ms.kr","사립","남자","110-530","서울특별시 종로구 대학로 156 (혜화동)동성중학교","02-3671-9196","7","7","7","0","166","0","182","0","184","0","25.3","34","6","4","2","4","0","24",""
"중부","용산구","배문중학교","http://www.baemoon.ms.kr","사립","남자","140-830","서울특별시 용산구 효창원로 258 (서계동배문중고등학교)","02-3480-7285","6","6","6","0","196","0","189","0","192","0","32.1","29","7","4","3","4","0","3",""
"중부","종로구","배화여자중학교","http://www.paiwha.ms.kr","사립","여자","110-735","서울특별시 종로구 필운대로1길 34 배화여자중학교","02-725-6451","6","6","6","0","172","172","194","194","199","199","31.4","31","17","3","2","4","1","23",""
"중부","용산구","보성여자중학교","www.bosung-g.ms.kr","사립","여자","140-833","서울특별시 용산구 신흥로3가길 66 (용산동2가보성여자고등학교)","070-400-0717","6","6","6","0","150","150","154","154","182","182","27","32","19","2","1","4","2","18",""
"중부","종로구","상명대학교사범대학부속여자중학교","http://www.sangmyung-agm.ms.kr","사립","여자","110-020","서울특별시 종로구 홍지문2길 20  상명대학교사범대학부속여자중학교 (홍지동상명대학교)","02-396-6300","4","5","5","0","136","136","139","139","147","147","30.1","24","12","4","4","4","1","14",""
"중부","용산구","성심여자중학교","http://sacredheart.ms.kr/","사립","여자","140-850","서울특별시 용산구 원효로19길 49  성심여자중학교 (원효로4가)","02-3273-4135","4","4","4","0","121","121","126","126","129","129","31.3","22","18","3","3","4","1","15",""
"중부","용산구","신광여자중학교","http://www.shinkwang.ms.kr","사립","여자","140-133","서울특별시 용산구 청파로 263 (청파동3가학교법인신광학원)","02-710-6990","5","5","5","0","135","135","116","116","146","146","26.5","25","15","2","2","4","3","17",""
"중부","용산구","오산중학교","http://www.os.ms.kr","사립","남자","140-823","서울특별시 용산구 보광로7길 17 (보광동오산중학교)","02-799-9602","7","7","7","0","170","0","219","0","205","0","28.3","34","7","5","3","4","2","21",""
"중부","중구","장충중학교","http://www.jangchung.ms.kr","사립","남자","100-835","서울특별시 중구 동호로15길 93 (신당동)","070-8686-7052","4","5","5","0","110","0","157","0","123","0","27.9","20","4","6","4","4","1","15",""
"중부","종로구","중앙중학교","http://www.choongang.ms.kr","사립","공학","110-800","서울특별시 종로구 창덕궁길 164 (계동중앙중학교)","02-742-1323","5","5","5","0","95","26","127","43","132","42","23.6","24","7","7","4","4","1","15",""
"중부","중구","한양중학교","http://www.hanyang.ms.kr","사립","남자","100-450","서울특별시 중구 을지로 299길 (신당동신당근생)","02-2234-4725","4","4","4","0","103","0","106","0","104","0","26.1","16","5","7","6","4","3","15",""
"중부","중구","환일중학교","http://www.hwanil.ms.kr","사립","남자","100-372","서울특별시 중구 환일길 47  환일중고등학교 (만리동2가)","02-390-7203","4","4","4","0","76","0","82","0","101","0","21.6","20","8","1","1","4","1","12",""
"강동송파","송파구","가락중학교","http://www.karak.ms.kr","공립","공학","138-854","서울특별시 송파구 송이로 45 (송파동가락중학교)","02-2143-3101","9","11","12","1","260","78","357","120","411","122","31.2","58","46","6","5","5","3","38",""
"강동송파","송파구","가원중학교","www.gawon.ms.kr","공립","공학","138-160","서울특별시 송파구 중대로10길 40-18 (가락동가원중학교)","02-409-2179","7","9","9","2","230","112","268","131","264","114","28.2","46","37","4","2","4","3","29",""
"강동송파","강동구","강동중학교","http://www.gang-dong.ms.kr","공립","공학","134-100","서울특별시 강동구 풍산로 237 (강일동강동중학교)","02-481-1503","7","7","7","2","206","95","226","111","203","101","27.6","38","31","6","2","4","3","23",""
"강동송파","강동구","강명중학교","http://www.gangmyoung.ms.k","공립","공학","134-100","서울특별시 강동구 상일로12길 56 (강일동)","02-440-3200","6","8","7","1","178","86","209","105","198","112","26.6","37","26","9","8","4","1","23",""
"강동송파","강동구","강일중학교","http://www.kangil.ms.kr","공립","공학","134-853","서울특별시 강동구 고덕로27길 12 (암사동강일중학교)","02-441-4651","7","8","8","1","211","82","270","115","265","114","31.1","42","31","3","3","4","1","26",""
"강동송파","송파구","거원중학교","http://www.geowon.ms.kr","공립","공학","138-815","서울특별시 송파구 양산로2길 30 (거여동거원중학교)","02-405-4211","7","7","8","0","232","131","246","157","244","132","32.8","40","35","5","4","4","2","26",""
"강동송파","강동구","고덕중학교","http://www.godeok.ms.kr","공립","공학","134-803","서울 강동구 동남로82길 94 (고덕동고덕중학교)","02-2045-6000","7","8","8","1","191","99","258","96","249","93","29.1","42","27","8","4","4","0","23",""
"강동송파","강동구","둔촌중학교","http://doonchon.ms.kr","공립","공학","134-864","서울특별시 강동구 진황도로 61  25-30 (천호동)","02-474-2754","6","7","8","2","157","77","195","94","237","137","25.6","41","32","5","5","4","1","34",""
"강동송파","강동구","명일중학교","http://www.myungil.ms.kr","공립","공학","134-805","서울특별시 강동구 양재대로156길 57 (고덕동명일중학교)","070-8650-5810","8","10","10","3","265","97","317","160","314","147","28.9","52","39","9","9","4","2","38",""
"강동송파","송파구","문정중학교","http://www.munjeong.ms.kr","공립","공학","138-824","서울특별시 송파구 문정로 73 (문정동문정중학교)","02-448-6348","9","10","10","1","268","127","286","137","315","165","29","52","38","8","6","5","4","33",""
