"전철역코드","전철역명","전철역명_영문","호선","외부코드","사이버스테이션","관리소코드","관리소명","개통일","전화번호","FAX번호","우편번호","주소","현장민원소","관광안내소","문화공간","항공권판매","장애인시설","만남의장소","주차장","자전거보관소","무인민원발급기","역무실","수유방","엘레베이터","에스컬레이터","휠체어리프트시설","스피드게이트","화장실","역명한자","유래","X좌표","Y좌표","X좌표(WGS)","Y좌표(WGS)"
"1003","용산","Yongsan","1","135","1003","410000","철도청구간","","02-3780-5417","","04377","서울특별시 용산구 한강대로23길 55","","","","","","","","","","","N","","","","","게이트 외부","龍山","","491977","1118732","37.529849","126.964561"
"1003","용산","Yongsan","1","135","1003","410000","철도청구간","","02-3780-5417","","04377","서울특별시 용산구 한강대로23길 55","","","","","","","","","","","N","","","","","게이트 외부","龍山","용의 형상을 하고 있는 산이름을 본따서 용산역이라 명명함.","491977","1118732","37.529849","126.964561"
"1290","용산","Yongsan","K","K110","1003","410000","철도청구간","","02-3780-5408","","04377","서울특별시 용산구 한강대로23길 55","N","N","N","N","N","N","N","N","","","N","","","","","게이트 외부","龍山","","491977","1118732","37.529849","126.964561"
"1290","용산","Yongsan","K","K110","1003","410000","철도청구간","","02-3780-5408","","04377","서울특별시 용산구 한강대로23길 55","N","N","N","N","N","N","N","N","","","N","","","","","게이트 외부","龍山","용의 형상을 하고 있는 산이름을 본따서 용산역이라 명명함.","491977","1118732","37.529849","126.964561"
"2517","우장산","Ujangsan","5","516","2517","350050","화곡역무관리소","1996-03-20 00:00:00","02-6311-5161","","07691","서울특별시 강서구 강서로 지하 262","","","","","","","","Y","","","Y","","","","","게이트 외부","雨裝山","○ 우장산은 내발산동과 화곡 제5동에 걸쳐 있는 높이 98m의 산으로 옛날에는 기우제를 지냈던 산으로도 유명하다.<br /> ○ 우장산이란 이름은 이 산에서 기우제를 지내면 즉시 비가 내리므로 반드시 우장을 준비하여 기우제에 임했다 하여 붙여진 이름이다.","463575","1124075","37.548768","126.836318"
"1211","운길산","Ungil-san","K","K129","1211","","","","031-576-7788","","12281","경기도 남양주시 조안면 운길산로 20","","","","","","","","","","","N","","","","","게이트 외부","雲吉山","","568456","1125732","37.554669","127.310115"
"4512","운동장·송담대","Stadium·Songdam College","E","Y120","4512","410000","용인경전철","2014-09-20","031-329-3570","","17044","경기도 용인시 처인구 금학로 409","","","","","","","","","","","N","","","","","게이트 외부","運動場·松潭大","","546300","1037800","37.237845","127.209198"
"4211","운서","Unseo","A","A08","4211","410000","코레일공항철도 구간","","032-745-7460","032-745-7949","22371","인천광역시 중구 흰바위로59번길 26","","","","","","","","","","","N","","","","","게이트 외부","雲西","","387922","1108780","37.492904","126.493790"
"3227","운연","Unyeon(Seochang)","I2","I227","3227","","","2016-07-30","032-451-4326","032-451-4356","","인천광역시 남동구 운연동 131-7","","","","","","","","","","","Y","","","","","","云宴(西昌)","○ 지상역사로 운연차량기지에 세워졌으며 2014년 5월 실시된 역명 투표 후보로 운연 서창 매사리가 올라왔고 2015년 9월 21일 인천광역시 도시철도건설본부가 역명을 운연역(서창)으로 확정하였다.","","","37.440127","126.759970"
"1278","운정","Unjeong","K","K329","1278","410000","철도청구간","","031-948-1877","","10896","경기도 파주시 운정역길 368","","","","","","","","","","","N","","","","","게이트 외부","雲井","","448520","1173280","37.725826","126.767257"
"1951","원당","Wondang","3","317","1951","410000","철도청구간","","031-965-8747","","10293","경기도 고양시 덕양구 고양대로 1429","","","","","","","","","","","N","","","","","게이트 외부","元堂","원당은 한글풀이라 가장 큰 으뜸되는 집 이라는 뜻인데 서삼릉의 정자각이 우람하고 매우 커 붙여진 명칭이다.","465247","1153090","37.653324","126.843041"
"1218","원덕","Wondeok","K","K136","1218","410000","철도청구간","","031-771-4196","","12565","경기도 양평군 양평읍 원덕흑천길 94-22","","","","","","","","","","","N","","","","","게이트 외부","元德","","620686","1102132","37.468672","127.547076"
"1884","원인재","Woninjae","SU","K257","3130","410000","코레일구간","2012-06-28 00:00:00","031-8077-5572","","21932","인천광역시 연수구 벚꽃로 195","","","","","","","","","","","N","","","","","게이트 외부","源仁齋","","430747","1086298","37.412603","126.687389"
"1884","원인재","Woninjae","SU","K257","3130","410000","코레일구간","2012-06-28 00:00:00","031-8077-5572","","21932","인천광역시 연수구 벚꽃로 195","","","","","","","","","","","N","","","","","게이트 외부","源仁齋","○ 원인재는 인천 또는 인주(李氏)의 근원이 되는 집이란 뜻으로 인천이씨 重始祖인 이허겸의 재실이었다. 고려시대 인천의 이름이 인주였으며 고려 인종의 어머니 순덕왕후 내향(친정)이라하여 인주 이씨 본향의 이름을 따온데서 비롯되었다. 재실이 인근 그의 묘역으로 옮겨져 역명 선정시 원인재역으로 선정이 되었다.","430747","1086298","37.412603","126.687389"
"3130","원인재","Woninjae","I","I130","3130","310000","인천구간","","032-816-3130","","21931","인천광역시 연수구 경원대로 지하 285","","","","","","","","","","","N","","","","","게이트 내부","源仁齋","","430747","1086298","37.412603","126.687389"
"3130","원인재","Woninjae","I","I130","3130","310000","인천구간","","032-816-3130","","21931","인천광역시 연수구 경원대로 지하 285","","","","","","","","","","","N","","","","","게이트 내부","源仁齋","○ 원인재는 인천 또는 인주(李氏)의 근원이 되는 집이란 뜻으로 인천이씨 重始祖인 이허겸의 재실이었다. 고려시대 인천의 이름이 인주였으며 고려 인종의 어머니 순덕왕후 내향(친정)이라하여 인주 이씨 본향의 이름을 따온데서 비롯되었다. 재실이 인근 그의 묘역으로 옮겨져 역명 선정시 원인재역으로 선정이 되었다.","430747","1086298","37.412603","126.687389"
"1948","원흥","Wonheung","3","309","1948","410000","철도청구간","","1544-7788","","10555","경기도 고양시 덕양구 권율대로 681","","","","","","","","","","","N","","","","","게이트 외부","元興","","472070","1152435","37.650658","126.872642"
"1020","월계","Wolgye","1","118","1020","410000","철도청구간","","02-900-4855","","01867","서울특별시 노원구 월계로53길 40","","","","","","","Y","","","","N","","","","","게이트 내부","月溪","이 지역의 동쪽으로 중랑천이 흐르고 동북쪽에서 서쪽으로 북한산의 지맥이 이어진데다가 지형이 반달처럼 생겨 월계라는 지명이 생성되었음.","512815","1147432","37.633212","127.058831"
"2642","월곡","Wolgok","6","641","2642","350450","석계역무관리소","2000-12-15 00:00:00","02-6311-6411","","02799","서울특별시 성북구 월곡로 지하 107","","","","","","","","Y","","","N","","","","","게이트 외부","月谷","○ 하월곡동에 있는 산의 형세가 반달처럼 생겼다 하여 그 산에 붙어 있는 마을을 다릿굴(골) 월곡(月谷)이라 부른데서 월곡동이 유래되었다.","508970","1138772","37.601948","127.041518"
"1879","월곶","Wolgot","SU","K252","1879","410000","코레일구간","2012-06-28 00:00:00","031-8077-5512","","14968","경기도 시흥시 월곶중앙로14번길 56","","","","","","","","","","","N","","","","","게이트 외부","月串","","442655","1080745","37.391769","126.742699"
"2620","월드컵경기장","World Cup Stadium","6","619","2620","350300","성산역무관리소","2000-12-15 00:00:00","02-6311-6191","","03932","서울특별시 마포구 월드컵로 지하 240","","","","","","","","Y","","","Y","","","","","게이트 내부","월드컵競技場","○ 2002년 한일월드컵경기 개최당시 메인경기장이 이곳에 위치하여 명칭하였고 병기된 성산동의 지명은 부근에 산들이 성처럼 둘러져 있어 우리말로 "성메" 또는 "성미"라 부르던 성산(城山)이 있는데서 유래되었다.","477497","1129932","37.569532","126.899298"
"1282","월롱","Wollong","K","K333","1282","410000","철도청구간","","031-960-3419","","10946","경기도 파주시 월롱면 통일로 980","","","","","","","","","","","N","","","","","게이트 외부","月籠","","454200","1192580","37.796188","126.792587"
"0203","을지로3가","Euljiro 3(sam)-ga","2","203","0203","120700","상왕십리영업소","1983-9-16 0:0:0","02-6110-2031","6110 - 2039","04550","서울특별시 중구 을지로 지하 106","N","N","N","N","N","Y","N","Y","N","Y","N","Y","Y","N","Y","게이트 외부","乙支路3街","","497895","1128945","37.566295","126.991910"
"0203","을지로3가","Euljiro 3(sam)-ga","2","203","0203","120700","상왕십리영업소","1983-9-16 0:0:0","02-6110-2031","6110 - 2039","04550","서울특별시 중구 을지로 지하 106","N","N","N","N","N","Y","N","Y","N","Y","N","Y","Y","N","Y","게이트 외부","乙支路3街","○ 역이 있는 동명에서 유래한 것으로 1945년 광복이 되면서 고구려의 명장인 을지문덕 장군의 성을 따서 을지로라 붙였으며 을지로 3가에 위치하여 명명되었다.<br /> ○ 조선왕조 때는 을지로 1~2가 사이에 나지막한 황토언덕이 있었는데 비가 온 후 석양 무렵에는 황토흙이 구리빛이라 하여 이곳을  '구리개'로도 불리었으며 1941년부터는 황금정(黃金町)으로 고쳐 부르기도 하였다.","497895","1128945","37.566295","126.991910"
"0320","을지로3가","Euljiro 3(sam)-ga","3","330","0203","120700","상왕십리영업소","1985-10-18 0:0:0","02-6110-3301","6110 - 3309","04543","서울특별시 중구 을지로 지하 129","N","N","N","N","N","Y","N","Y","N","Y","N","Y","Y","N","Y","게이트 내부","乙支路3街","","497895","1128945","37.566295","126.991910"
"0320","을지로3가","Euljiro 3(sam)-ga","3","330","0203","120700","상왕십리영업소","1985-10-18 0:0:0","02-6110-3301","6110 - 3309","04543","서울특별시 중구 을지로 지하 129","N","N","N","N","N","Y","N","Y","N","Y","N","Y","Y","N","Y","게이트 내부","乙支路3街","○ 역이 있는 동명에서 유래한 것으로 1945년 광복이 되면서 고구려의 명장인 을지문덕 장군의 성을 따서 을지로라 붙였으며 을지로 3가에 위치하여 명명되었다.<br /> ○ 조선왕조 때는 을지로 1~2가 사이에 나지막한 황토언덕이 있었는데 비가 온 후 석양 무렵에는 황토흙이 구리빛이라 하여 이곳을  '구리개'로도 불리었으며 1941년부터는 황금정(黃金町)으로 고쳐 부르기도 하였다.","497895","1128945","37.566295","126.991910"
"0204","을지로4가","Euljiro 4(sa)-ga","2","204","0204","120700","상왕십리영업소","1983-9-16 0:0:0","02-6110-2041","6110 - 2049","04548","서울특별시 중구 을지로 지하 178","N","N","N","N","Y","N","N","N","N","Y","N","Y","Y","N","Y","게이트 외부","乙支路4街","","499460","1129122","37.566941","126.998079"
"0204","을지로4가","Euljiro 4(sa)-ga","2","204","0204","120700","상왕십리영업소","1983-9-16 0:0:0","02-6110-2041","6110 - 2049","04548","서울특별시 중구 을지로 지하 178","N","N","N","N","Y","N","N","N","N","Y","N","Y","Y","N","Y","게이트 외부","乙支路4街","○ 역이 있는 동명에서 유래한 것으로 1945년 광복이 되면서 고구려의 명장인 을지문덕 장군의 성을 따서 을지로라 붙였으며 을지로의 중심부인 4가에 위치하여 을지로 4가역으로 명명되었다.<br /> ○ 조선왕조 때는 을지로 1~2가 사이에 나지막한 황토언덕이 있었는데 비가 온 후 석양 무렵에는 황토흙이 구리빛이라 하여 이곳을  '구리개'로도 불리었으며 1941년부터는 황금정(黃金町)으로 고쳐 부르기도 하였다.","499460","1129122","37.566941","126.998079"
"2536","을지로4가","Euljiro 4(sa)-ga","5","535","0204","350150","공덕역무관리소","1996-12-30 0:0:0","02-6311-5351","","04545","서울특별시 중구 창경궁로 지하 51","N","N","N","N","Y","N","N","Y","","","N","","","","","게이트 외부","乙支路4街","","499460","1129122","37.566941","126.998079"
"2536","을지로4가","Euljiro 4(sa)-ga","5","535","0204","350150","공덕역무관리소","1996-12-30 0:0:0","02-6311-5351","","04545","서울특별시 중구 창경궁로 지하 51","N","N","N","N","Y","N","N","Y","","","N","","","","","게이트 외부","乙支路4街","○ 역이 있는 동명에서 유래한 것으로 1945년 광복이 되면서 고구려의 명장인 을지문덕 장군의 성을 따서 을지로라 붙였으며 을지로의 중심부인 4가에 위치하여 을지로 4가역으로 명명되었다.<br /> ○ 조선왕조 때는 을지로 1~2가 사이에 나지막한 황토언덕이 있었는데 비가 온 후 석양 무렵에는 황토흙이 구리빛이라 하여 이곳을  '구리개'로도 불리었으며 1941년부터는 황금정(黃金町)으로 고쳐 부르기도 하였다.","499460","1129122","37.566941","126.998079"
"0202","을지로입구","Euljiro 1(il)-ga","2","202","0202","124300","충정로영업소","1983-09-16 00:00:00","02-6110-2021","6110 - 2029","04533","서울특별시 중구 을지로 지하 42","N","N","N","Y","N","Y","N","N","Y","Y","N","Y","Y","N","N","게이트 외부","乙支路入口","○ 역이 있는 동명에서 유래한 것으로 1945년 광복이 되면서 고구려의 명장인 을지문덕 장군의 성을 따서 을지로라 붙였으며 을지로의 입구에 위치하였기에 을지로입구로 명명되었다.<br /> ○ 조선왕조 때는 을지로 1~2가 사이에 나지막한 황토언덕이 있었는데 비가 온 후 석양 무렵에는 황토흙이 구리빛이라 하여 이곳을  '구리개'로도 불리었으며 1941년부터는 황금정(黃金町)으로 고쳐 부르기도 하였다.","495832","1128752","37.566014","126.982618"
"1012","응봉","Eungbong","K","K115","1012","410000","철도청구간","","02-2295-6319","","04742","서울특별시 성동구 고산자로 123","N","N","N","N","N","N","N","N","","","N","","","","","게이트 내부","鷹峰","응봉산에서 유래한 이름이다","507432","1124352","37.549946","127.034538"
"2611","응암","Eungam","6","610","2611","350300","성산역무관리소","2000-12-15 00:00:00","02-6311-6101","","03449","서울특별시 은평구 증산로 지하 477","Y","","","","","","","Y","","","Y","","","","","게이트 외부","鷹岩","○ 응암(鷹岩)동의 지명은 마을 뒤 백련산 기슭에 있는 커다란 바위의 생김새가 마치 매가 앉아 있는 모습과 닮았다고 해서 매바위골이라 한데서 붙여진 이름이다. 옛날 이곳에서 사냥을 하기 위해 장막을 치고 포수들이 기거하던 곳이 여러곳 있었으며 궁중에서 나와 사냥터로 삼았던 커다란 바위가 있었던곳이다.","481137","1137787","37.598605","126.915577"
"1710","의왕","Uiwang","1","P152","1710","410000","철도청구간","","031-461-3263","","16081","경기도 의왕시 철도박물관로 66","","","","","","","","","","","N","","","","","게이트 외부","義王","조선중엽 남양부사가 부곡변씨촌을 지나던 중 마을이름을 묻자 이마을은 대문 울타리 등 없는것이 12가지나 되어 貧谷이라 한다는 말을 듣고서 남양부사가 안되어 富谷이라 부르는게 낫지 않겠느냐 했다 하는 설. 2004년 6월 25일 역명을 "부곡"에서 "의왕"으로 변경 시행.","488252","1060692","37.320852","126.948217"
"1906","의정부","Uijeongbu","1","110","1906","410000","철도청구간","","031-872-7788","","11696","경기도 의정부시 평화로 525","","","","","","","","","","","N","","","","","게이트 외부","議政府","각 대신들이 이곳에서 정무를 논의하였다 하여 의정부라는 지명이 생성된데서 유래됨.","509950","1176650","37.738415","127.045958"
"4605","의정부시청","Uijeongbu City Hall","U","U114","4605","410000","의정부경전철","2014-12-06 00:00:00","031-820-1000","","11622","경기도 의정부시 의정로 69","","","","","","","","","","","N","","","","","게이트 내부","議政府市廳","의정부시청의 고유 명칭을 사용","507590","1176820","37.739256","127.034781"
"4607","의정부중앙","Uijeongbu Jung-ang","U","U117","4607","410000","의정부경전철","2014-12-06 00:00:00","031-820-1000","","11689","경기도 의정부시 호국로 1305","","","","","","","","","","","N","","","","","게이트 내부","議政府中央","의정부의 중앙에 있다고 하여 붙여진 이름","510990","1178050","37.743676","127.049565"
"0241","이대","Ewha Womans Univ.","2","241","0241","124300","충정로영업소","1984-05-22 00:00:00","02-6110-2411","6110 - 2419","04104","서울특별시 마포구 신촌로 지하 180","N","N","N","N","N","Y","N","Y","N","Y","N","Y","Y","N","Y","게이트 외부","梨大","○ 역 인근에 이화여자대학교가 있어 이대역으로 명명되었다.","487955","1126182","37.556733","126.946013"
"1860","이매","Imae","B","K227","1860","410000","코레일구간","2004-7-6 17:4:1","031-781-6483","","13569","경기도 성남시 분당구 성남대로 지하 738","N","N","N","N","N","Y","N","N","","","N","","","","","게이트 외부","二梅","","528285","1081810","37.396104","127.128270"
"1860","이매","Imae","B","K227","1860","410000","코레일구간","2004-7-6 17:4:1","031-781-6483","","13569","경기도 성남시 분당구 성남대로 지하 738","N","N","N","N","N","Y","N","N","","","N","","","","","게이트 외부","二梅","이무술이라고 불리는 자연부락으로 광주군 돌마면 이매리(안말)였으며 탄천이 흐르는 옥토 농경지였다.여름날 장마가 끝난 후 주민들이 천렵을 즐기다가 한아름되는 큰 물고기를 안고나와 죽인일이 있었는데 그날밤 모든 주민들의 꿈에 죽은 물고기가 천년만에 승천하려던 이무기라는 것과 그 이무기의 저주를 받게되리라 하였고 또한 그 이무기의 짝이 밤마다 마을 어귀에서 소름 끼치게 울어 주민들을 공포에 떨게 하였다. 전주민들의 합의로 위령 승천제를 지냈다.기이한 생각에 승천제를 지냈던 자리에 가보니 난데없이 매화 두 그루가 솟아 있어 그 후부터 이매동이라고 동명을 고쳐 불렀다고 한다.","528285","1081810","37.396104","127.128270"
"1502","이매","Imae","KK","K411","1860","","","","","","","","","","","","","","","","","","","","","","","","二梅","","528285","1081810","37.396104","127.128270"
"1502","이매","Imae","KK","K411","1860","","","","","","","","","","","","","","","","","","","","","","","","二梅","이무술이라고 불리는 자연부락으로 광주군 돌마면 이매리(안말)였으며 탄천이 흐르는 옥토 농경지였다.여름날 장마가 끝난 후 주민들이 천렵을 즐기다가 한아름되는 큰 물고기를 안고나와 죽인일이 있었는데 그날밤 모든 주민들의 꿈에 죽은 물고기가 천년만에 승천하려던 이무기라는 것과 그 이무기의 저주를 받게되리라 하였고 또한 그 이무기의 짝이 밤마다 마을 어귀에서 소름 끼치게 울어 주민들을 공포에 떨게 하였다. 전주민들의 합의로 위령 승천제를 지냈다.기이한 생각에 승천제를 지냈던 자리에 가보니 난데없이 매화 두 그루가 솟아 있어 그 후부터 이매동이라고 동명을 고쳐 불렀다고 한다.","528285","1081810","37.396104","127.128270"
"1508","이천","Icheon","KK","K417","1508","","","","","","","","","","","","","","","","","","","","","","","","利川","","","","37.265579","127.442260"
"0430","이촌","Ichon","4","430","0430","142800","삼각지영업소","1985-10-18 0:0:0","02-6110-4301","6110 - 4309","04422","서울특별시 용산구 서빙고로 지하 83","N","N","N","N","Y","Y","N","Y","N","Y","Y","Y","Y","N","Y","게이트 내부","二村","","494107","1116637","37.522272","126.974345"
"0430","이촌","Ichon","4","430","0430","142800","삼각지영업소","1985-10-18 0:0:0","02-6110-4301","6110 - 4309","04422","서울특별시 용산구 서빙고로 지하 83","N","N","N","N","Y","Y","N","Y","N","Y","Y","Y","Y","N","Y","게이트 내부","二村","○ 역이 있는 동명에서 유래된 것으로 이촌동은 옛날부터 중지도와 상변에 살던 사람들이 큰 비만 오면 대피했기 때문에 이촌이라 불리워졌다는 설이 있다. 또한 1914년에 신촌리 사촌리의 두 마을을 합쳐 이촌동이 되었다는 설이 있다.","494107","1116637","37.522272","126.974345"
"1008","이촌","Ichon","K","K111","0430","410000","철도청구간","","02-798-3071","","04422","서울특별시 용산구 이촌로71길 42","N","N","N","N","N","N","N","N","","","N","","","","","게이트 내부","二村","","494107","1116637","37.522272","126.974345"
"1008","이촌","Ichon","K","K111","0430","410000","철도청구간","","02-798-3071","","04422","서울특별시 용산구 이촌로71길 42","N","N","N","N","N","N","N","N","","","N","","","","","게이트 내부","二村","○ 역이 있는 동명에서 유래된 것으로 이촌동은 옛날부터 중지도와 상변에 살던 사람들이 큰 비만 오면 대피했기 때문에 이촌이라 불리워졌다는 설이 있다. 또한 1914년에 신촌리 사촌리의 두 마을을 합쳐 이촌동이 되었다는 설이 있다.","494107","1116637","37.522272","126.974345"
"2631","이태원","Itaewon","6","630","2631","350400","동묘역무관리소","2001-03-09 00:00:00","02-6311-6301","","04350","서울특별시 용산구 이태원로 지하 177","","","","","","","","","","","Y","","","","","게이트 외부","梨泰院","○ 조선시대 지방에 파견하는 관인들의 국영 숙소인 이태원(梨泰院)이란 역원(驛院)이 있었기 때문에 마을 이름이 붙여졌다. 현재 역원으로서의 이태원은 오래 전에 없어지고 그 명칭을 가진 동네가 용산구 동북쪽에 자리잡아 현재의 이태원동이 되었다.<br /> ○ 이태원로 주변에 상가지역 남산 기슭에 외인촌 파출소 주변에 휴흥가 남쪽에 서민주거지역으로 다양하게 구성되어 있으며 2002년 관광특구로 지정되어 외국인 이용률이 45% 이상을  차지한다.","498620","1120045","37.534488","126.994302"
"1455","인덕원","Indeogwon","4","440","1455","410000","철도청구간","","031-422-7788","","13951","경기도 안양시 동안구 흥안대로 지하 529","","","","","","","","","","","N","","","","","게이트 외부","仁德院","이 마을은 조선시대 내시들이 살던 곳으로 비록 거세된 몸이지만 높은 관직을 역임하기도 하였다. 그래서 남에게 덕화(德化)를 베푸는 사는 곳이란 의미로 인덕(仁德)이라 칭했다가 공용여행자들의 숙식을 제공하기 위해 원(院)을 설치하면서부터 인덕원이라 부르고 있다.","494677","1083140","37.401553","126.976715"
"1812","인천","Incheon","1","161","1812","410000","철도청구간","","032-772-0784","","22307","인천광역시 중구 제물량로 269","","","","","","","","","","","N","","","","","게이트 외부","仁川","","415080","1103977","37.476691","126.616936"
"1812","인천","Incheon","1","161","1812","410000","철도청구간","","032-772-0784","","22307","인천광역시 중구 제물량로 269","","","","","","","","","","","N","","","","","게이트 외부","仁川","삼국시대때 미추홀이라 불렸으며 고구려때 매소홀 통일신라때 소성현 고려때 경원군으로 불리다 조선시대 태종 13년에 인천이라는 지명을 사용한데서 유래하였음.","415080","1103977","37.476691","126.616936"
"1891","인천","Incheon","SU","K264","1812","410000","코레일구간","2016-02-27 00:00:00","1544-7788","","","","","","","","","","","","","","N","","","","","게이트 외부","仁川","","415080","1103977","37.476691","126.616936"
"1891","인천","Incheon","SU","K264","1812","410000","코레일구간","2016-02-27 00:00:00","1544-7788","","","","","","","","","","","","","","N","","","","","게이트 외부","仁川","삼국시대때 미추홀이라 불렸으며 고구려때 매소홀 통일신라때 소성현 고려때 경원군으로 불리다 조선시대 태종 13년에 인천이라는 지명을 사용한데서 유래하였음.","415080","1103977","37.476691","126.616936"
"3215","인천가좌","Incheon Gajwa","I2","I215","3215","","","2016-07-30","032-451-4315","032-451-4345","","인천광역시 서구 가좌동 110","","","","","","","","","","","Y","","","","","","仁川佳佐","○ 인천가좌역이 위치한 속칭 “개건너” 지역인 가좌동은 부평군 모월곶면 가좌리로 1914년 부평군 석곶면과 통합되어 부천군 서곶면이 되었다. 1940년 인천부에 편입되어 천간정이 되었으며 1946년 가좌동이 되었다. “가마굴” “능안” “건지골” “살구지” “네집네” 같은 자연부락이 있으며 가좌123동의 행정동으로 이루어져 있다.","","","37.489700","126.675208"
"4213","인천국제공항","Incheon International Airport","A","A10","4213","420000","코레일공항철도 구간","","032-745-7490","032-745-7949","22382","인천광역시 중구 공항로 271","","","","","","","","","","","N","","","","","게이트 외부","仁川國際空港","","378682","1096230","37.447464","126.452508"
"1881","인천논현","Incheon Nonhyeon","SU","K254","1881","410000","코레일구간","2012-06-28 00:00:00","031-8077-5532","","21653","인천광역시 남동구 청능대로 567","","","","","","","","","","","N","","","","","게이트 외부","仁川論峴","","438355","1083045","37.400614","126.722478"
"3226","인천대공원","Incheon Grand Park","I2","I226","3226","","","2016-07-30","032-451-4326","032-451-4356","","인천광역시 남동구 장수동 606-9","","","","","","","","","","","Y","","","","","","仁川大公園","○ 인천광역시의 랜드마크 중 하나인 인천대공원에 인접한 역사로 지명을 인천대공원역으로 정하였다. 역사 주변이 푸른 숲으로 둘러 싸여 있어 인천대공원역이라는 지명이 자연스럽게 떠오르는 역사이다.","","","37.448769","126.752618"
"3136","인천대입구","Univ.of Incheon","I","I136","3136","310000","인천구간","","032-451-3186","","22011","인천광역시 연수구 인천타워대로 지하 155","","","","","","","","","","","N","","","","","게이트 내부외부","仁川大入口","○ 인근에 위치한 인천대학교에서 유래됐다.","420000","1079040","37.386007","126.639484"
"3124","인천시청","Incheon City Hall","I","I124","3124","310000","인천구간","","032-441-3124","","21551","인천광역시 남동구 예술로 지하 264","","","","","","","","","","","N","","","","","게이트 외부","仁川市廳","","433955","1098822","37.457405","126.702221"
"3124","인천시청","Incheon City Hall","I","I124","3124","310000","인천구간","","032-441-3124","","21551","인천광역시 남동구 예술로 지하 264","","","","","","","","","","","N","","","","","게이트 외부","仁川市廳","○ 인천시청역은 그 이름에서 나타나듯이 시청이 위치한 곳이다. 전에는 중구 중앙동에 위치하였으나 이곳으로 이전 하면서 인천의 새로운 경제 사회 문화의 중심지로 부각되고 있다. 당초에는 시청역이었으나 서울지하철 1호선의 시청역과 혼동을 줄 우려가 있어 변경되었다. 차후 인천지하철의 2호선과 환승할 역이기도 하다.","433955","1098822","37.457405","126.702221"
"3221","인천시청","Incheon City Hall","I2","I221","3124","","","2016-07-30","032-451-4321","032-451-4351","","인천광역시 남동구 예술로 지하 264","","","","","","","","","","","Y","","","","","","仁川市廳","","433955","1098822","37.457405","126.702221"
"3221","인천시청","Incheon City Hall","I2","I221","3124","","","2016-07-30","032-451-4321","032-451-4351","","인천광역시 남동구 예술로 지하 264","","","","","","","","","","","Y","","","","","","仁川市廳","○ 인천시청역은 그 이름에서 나타나듯이 시청이 위치한 곳이다. 전에는 중구 중앙동에 위치하였으나 이곳으로 이전 하면서 인천의 새로운 경제 사회 문화의 중심지로 부각되고 있다. 당초에는 시청역이었으나 서울지하철 1호선의 시청역과 혼동을 줄 우려가 있어 변경되었다. 차후 인천지하철의 2호선과 환승할 역이기도 하다.","433955","1098822","37.457405","126.702221"
"3126","인천터미널","Incheon Bus Terminal","I","I126","3126","310000","인천구간","","032-441-3126","","22242","인천광역시 남구 예술로 지하 85","","","","","","","","","","","N","","","","","게이트 외부","仁川터미널","○ 1997년 11월에 완공된 인천종합버스터미널은 현재 많은 인천 시민들이 이용하는 곳으로써 인천지하철이 개통 후 이 곳을 찾는 시민들이 이용에 편리하도록 "인천터미널역"으로 제정되었다. 문학산 자락 끝에 위치한 관교동은 예전의 인천 도호부 청사가 있던 관청말과 인천향교가 있던 향교말을 합친 이름으로써 지금까지 전해져 사용되고 있다.","433307","1094520","37.442383","126.699706"
"1888","인하대","Inha Univ.","SU","K261","1888","410000","코레일구간","2016-02-27 00:00:00","1544-7788","","","","","","","","","","","","","","N","","","","","게이트 외부","仁荷大","","424155","1090745","37.448493","126.649619"
"1275","일산","Ilsan","K","K326","1275","410000","철도청구간","","031-976-7788","","10353","경기도 고양시 일산서구 경의로 672","","","","","","","","","","","N","","","","","게이트 외부","一山","","449020","1161080","37.682077","126.769846"
"0338","일원","Irwon","3","348","0338","133400","도곡영업소","1993-10-30 00:00:00","02-6110-3481","6110 - 3489","06355","서울특별시 강남구 일원로 지하 121","Y","N","N","N","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","게이트 외부","逸院","○ 일원동은 옛날 이 마을에 일원이라는 서원(書院)이 있어 일원 또는 일언이라 한데서 유래되었다.","518585","1106192","37.483681","127.084390"
"3113","임학","Imhak","I","I113","3113","310000","인천구간","","032-541-3113","","21035","인천광역시 계양구 장제로 지하 875","","","","","","","","","","","N","","","","","게이트 외부","林鶴","○ 임학은 글자가 뜻하는 대로 <수풀과 학>이 어울린 한폭의 아름다운 풍경이다. 실제로 옛날 이곳에는 낙락장송 노송이 우거져 숲을 이루었고 수백마리의 백로가 서식하고 있었다고 한다. 학이라고 호칭하는 백로는 현재 귤현역 동쪽 소나무 숲에 위치를 바꾸어 서식하고 있다. <br /> ○ 임학동은 본래 부평도호부 동면(東面)의 지역으로 계양 고성 밑에 있는 마을로서 막이 있어 예막골 이막골 또는 임학동이라 하였는데 1914년 행정구역 폐합에 따라 임학리라 하여 부천군 계양면에 편입되었다가 1989년 1월 인천시 북구에 편입되었으며 현재는 계양구에 편입되어있다.","442125","1123022","37.545059","126.738665"
