"교육청","소재구","유치원명","설립","우편번호","주소","전화번호","학급수","학생수 계","여 학생수","정규 교원수 계","정규 여 교원수","기간제 교원수 계","기간제 여 교원수","비고"
"중부","중구","가명유치원","사립","100-858","서울특별시 중구 청파로 447-1  가명유치원","02-362-7593","3","75","36","4","4","0","0",""
"중부","중구","근화유치원","사립","133-751","서울특별시 중구 동호로 20  24 (금호동3가두산아파트)","02-2237-1684","3","95","46","7","7","2","2",""
"중부","중구","리라유치원","사립","100-250","서울특별시 중구 소파로2길 7 (예장동리라유치원)","02-753-7751","10","209","106","14","14","0","0",""
"중부","중구","수암유치원","사립","100-754","서울특별시 중구 다산로 32 (신당동남산타운)","02-2256-6100","12","88","44","12","12","0","0",""
"중부","중구","숭의여자대학교부설유치원","사립","100-250","서울특별시 중구 소파로 2길 10  (예장동 8-3)","02-3708-9078","2","62","27","3","3","0","0",""
"중부","중구","신일유치원","사립","100-826","서울특별시 중구 동호로10길 27  신일유치원 (신당동신일교회)","02-2234-4006","3","87","43","8","8","0","0",""
"중부","중구","약수유치원","사립","100-761","서울특별시 중구 동호로10길 30 (신당동약수하이츠)","02-2232-1934","11","125","59","10","10","0","0",""
"중부","중구","영락유치원","사립","100-031","서울특별시 중구 수표로 33 (저동1가영락교회50주년기념관)","02-2280-0140","4","65","26","7","7","0","0",""
"중부","중구","일신유치원","사립","100-060","서울특별시 중구 퇴계로 6길 36 (남창동 202-6)","02-777-3993","2","45","24","5","5","0","0",""
"중부","중구","한일유치원","사립","100-818","서울특별시 중구 퇴계로88다길5 한일선교사회관3층","02-2235-0016","4","60","30","6","6","0","0",""
"강동송파","강동구","서울강덕초등학교병설유치원","공립","134-803","서울특별시 강동구 동남로82길 94-54 (고덕동서울강덕초등학교)","02-427-7188","3","67","37","3","3","2","2",""
"강동송파","강동구","서울고명초등학교병설유치원","공립","134-829","서울특별시 강동구 고덕로46길 53 (명일동서울고명초등학교)","02-3428-5114","3","70","36","3","3","1","1",""
"강동송파","강동구","서울길동초등학교병설유치원","공립","134-812","서울특별시 강동구 양재대로116길 69 (길동길동초등학교)","02-474-3956","4","89","46","5","5","1","1",""
"강동송파","강동구","서울명일유치원","공립","134-854","서울특별시 강동구 암사19길 53 (암사동서울명일유치원)","02-428-9075","7","157","70","8","8","3","3",""
"강동송파","강동구","서울선린초등학교병설유치원","공립","134-818","서울특별시 강동구 진황도로61길 29 (둔촌동선린초등학교)","02-477-3192","4","98","40","5","5","1","1",""
"강동송파","강동구","서울신명초등학교병설유치원","공립","134-808","서울특별시 강동구 명일로24길 33  서울신명초등학교병설유치원 (길동서울신명초등학교)","02-489-5580","2","43","23","1","1","1","1","신설"
"강동송파","강동구","서울위례초등학교병설유치원","공립","134-819","서울특별시 강동구 명일로 23 (둔촌동위례초등학교)","02-484-9082","3","53","28","3","3","0","0",""
"강동송파","강동구","서울천호초등학교병설유치원","공립","134-861","서울특별시 강동구 구천면로 310-11 (천호동)","02-470-6319","3","67","24","2","2","2","2",""
"강동송파","송파구","서울가락초등학교병설유치원","공립","138-160","서울특별시 송파구 송파대로37길 45 (가락동가락초등학교)","02-3401-9939","0","0","0","","","","","휴원"
"강동송파","송파구","서울거여초등학교병설유치원","공립","138-858","서울특별시 송파구 마천로25길 18 (오금동거여초등학교)","02-400-9451","4","84","36","3","3","2","2",""
"강동송파","송파구","서울남천초등학교병설유치원","공립","138-818","서울특별시 송파구 성내천로 207 (마천동남천초등학교)","02-3401-0687","2","52","24","2","2","0","0",""
"강동송파","송파구","서울방이초등학교병설유치원","공립","138-833","서울특별시 송파구 위례성대로10길 4  서울방이초등학교병설유치원 (방이동방이초등학교)","02-421-0776","3","70","30","2","2","1","1","신설"
"강동송파","송파구","서울세륜초등학교병설유치원","공립","138-829","서울특별시 송파구 양재대로 1264 (방이동세륜초등학교)","02-403-4170","3","55","30","3","3","0","0",""
"강동송파","송파구","서울솔가람유치원","공립","138-871","서울특별시 송파구 위례순환로 419","02-401-0781","8","173","66","7","7","4","4","신설"
"강동송파","송파구","서울송전초등학교병설유치원","공립","138-915","서울특별시 송파구 석촌호수로 159 (잠실동서울송전초등학교)","02-420-6343","2","52","24","2","2","1","1",""
"강동송파","송파구","서울신천초등학교병설유치원","공립","138-916","서울특별시 송파구 올림픽로 215 (잠실동잠실주공아파트5단지)","02-412-5488","5","122","55","5","5","3","3",""
"강동송파","송파구","서울잠신초등학교병설유치원","공립","138-911","서울특별시 송파구 잠실로 32 (잠실동서울잠신초등학교)","02-418-9559","3","57","25","3","3","1","1",""
"강동송파","송파구","서울잠일초등학교병설유치원","공립","138-905","서울특별시 송파구 올림픽로 95 (잠실동서울잠일초등학교)","02-413-2856","3","80","42","3","3","2","2",""
"강동송파","송파구","서울평화초등학교병설유치원","공립","138-160","서울특별시 송파구 송파대로26길 22 (가락동평화초등학교)","02-449-9154","2","40","22","2","2","1","1",""
"강동송파","강동구","가람유치원","사립","134-827","서울특별시 강동구 상암로63길 39  가람유치원  (명일동)","02-427-3151","5","156","85","8","8","0","0",""
"강동송파","강동구","강동유정유치원","사립","134-090","서울특별시 강동구 상일로10길 41  강동유정유치원 (상일동)","02-428-4466","17","393","190","24","24","0","0",""
"강동송파","강동구","강일늘사랑유치원","사립","134-100","서울특별시 강동구 아리수로98길 62 (강일동)","02-3426-8700","10","191","93","15","15","0","0",""
"강동송파","강동구","고덕유치원","사립","134-836","서울특별시 강동구 구천면로645 (상일동)","02-440-5302","4","100","45","5","5","0","0",""
"강동송파","강동구","고덕한울유치원","사립","134-752","서울특별시 강동구 양재대로 1708 (고덕동아남아파트)","02-3427-3939","5","79","43","6","6","0","0",""
"강동송파","강동구","구강사유치원","사립","134-870","서울특별시 강동구 천중로 64 (천호동)","02-471-7792","5","105","45","6","6","0","0",""
"강남","강남구","서울신구초등학교병설유치원","공립","135-890","서울특별시 강남구 압구정로18길 28  서울신구초등학교병설유치원 (신사동신구초등학교)","02-3446-7480","3","57","29","2","2","1","1","신설"
"강남","강남구","서울언주초등학교병설유치원","공립","135-859","서울특별시 강남구 남부순환로 363길 19 서울언주초등학교병설유치원","02-3462-5280","3","69","39","3","3","0","0",""
"강남","강남구","서울역삼초등학교병설유치원","공립","135-933","서울특별시 강남구 강남대로66길 21 (역삼동역삼초등학교)","02-569-2731","3","55","27","3","3","2","2",""
"강남","서초구","서울반포초등학교병설유치원","공립","137-811","서울특별시 서초구 신반포로 55-4 (반포동반포초등학교)","02-591-5204","3","80","36","4","4","1","1",""
"강남","서초구","서울방배초등학교병설유치원","공립","137-838","서울특별시 서초구 방배중앙로13길 26 (방배동방배초등학교)","02-595-9978","3","80","35","4","4","1","1",""
"강남","서초구","서울서래초등학교병설유치원","공립","137-829","서울특별시 서초구 방배로 260 (방배동서래초등학교)","02-595-2274","4","84","40","4","4","2","2",""
"강남","서초구","서울우면초등학교병설유치원","공립","137-901","서울특별시 서초구 태봉로  59","02-2057-1676","3","70","39","3","3","0","0",""
"강남","서초구","서울우솔초등학교병설유치원","공립","137-140","서울특별시 서초구 양재대로2길 74 서울우솔초등학교병설유치원","070-4687-6640","6","126","54","4","4","2","2",""
"강남","서초구","서울우암초등학교병설유치원","공립","137-900","서울특별시 서초구 바우뫼로7길 38 (우면동우암초등학교병설유치원)","02-529-3285","2","52","28","2","2","0","0",""
"강남","서초구","서울원명초등학교병설유치원","공립","137-882","서울특별시 서초구 고무래로 90-6 (서초동원명초등학교병설유치원)","02-593-4490","2","52","20","2","2","0","0",""
"강남","강남구","강남유치원","사립","135-832","서울특별시 강남구 선릉로129길 31  (논현동 240-17) (논현동유치원)","02-546-1673","4","116","56","8","8","0","0",""
"강남","강남구","경기유치원","사립","135-772","서울특별시 강남구 삼성로 14 (개포동개포주공아파트)","02-3411-8881","4","98","52","8","8","0","0",""
"강남","강남구","남부유치원","사립","135-855","서울특별시 강남구 언주로 123  (도곡동 464) (도곡동개포한신아파트)","02-572-2371","2","77","35","6","6","0","0",""
"강남","강남구","도곡렉슬유치원","사립","135-506","서울특별시 강남구 선릉로 221  (도곡2동 527) (도곡동도곡렉슬아파트)","02-579-7736","8","197","103","19","19","0","0",""
"강남","강남구","돌샘유치원","사립","135-993","서울특별시 강남구 개포로 516 (개포동개포주공아파트)","02-3411-0003","7","146","66","12","12","0","0",""
"강남","강남구","럭키유치원","사립","135-858","서울특별시 강남구 논현로 213  (도곡1동 963) (도곡동역삼럭키아파트)","02-573-7048","6","140","60","15","15","0","0",""
"강남","강남구","리라유치원","사립","135-991","서울특별시 강남구 광평로19길 15 (일원동목련타운)","02-2226-8686","4","82","37","7","7","0","0",""
"강남","강남구","묘동유치원","사립","135-500","서울특별시 강남구 도곡로78길 8 (대치동유치원)","02-556-8737","5","137","59","8","8","0","0",""
"강남","강남구","반디유치원","사립","135-782","서울특별시 강남구 광평로47길 17 (수서동신동아아파트) 단지내","02-451-8891","4","119","49","8","8","0","0",""
"강남","강남구","선경유치원","사립","135-836","서울특별시 강남구 삼성로 151  선경아파트 단지내(대치동 506) (대치동선경아파트)","02-567-3131","3","56","25","8","8","0","0",""
"강남","강남구","성결유치원","사립","135-829","서울특별시 강남구 언주로121길 5  (논현동 225-2) (논현동)","02-548-9754","2","63","35","6","6","0","0",""
"강남","강남구","성요셉유치원","사립","135-955","서울특별시 강남구 압구정로77길 28  (청담동 117-2) (청담동유치원)","02-543-8819","8","215","103","14","14","0","0",""
"강남","강남구","세리유치원","사립","135-893","서울특별시 강남구 논현로152길 26 (신사동)","02-518-7744","3","40","22","5","4","0","0",""
"강남","강남구","소망유치원","사립","135-781","서울특별시 강남구 광평로56길 11 (수서동수서6단지아파트) 단지내","02-2226-0265","3","32","16","3","3","0","0",""
"강남","강남구","신아유치원","사립","135-946","서울특별시 강남구 개포로110길 15 (일원동일원동우성7차아파트) 단지내","02-3411-5091","4","117","56","9","9","0","0",""
"강남","강남구","신양유치원","사립","135-802","서울특별시 강남구 선릉로10길 18-6  (개포동 164-2) (개포동유치원)","02-574-2719","5","95","49","9","9","0","0",""
"강남","강남구","신우주유치원","사립","135-990","서울특별시 강남구 일원로 120 (일원동샘터마을아파트) 단지내","02-2226-5170","2","60","26","6","6","0","0",""
"강남","강남구","아란유치원","사립","135-788","서울특별시 강남구 압구정로 201 (압구정동현대아파트)","070-7017-0000","8","173","85","13","13","0","0",""
"강남","강남구","영동제일유치원","사립","135-870","서울특별시 강남구 삼성로120길 28  (삼성동 63-10) (삼성동유치원)","02-544-3111","6","148","78","8","8","0","0",""
"강남","강남구","오즈의마법사유치원","사립","135-190","서울특별시 강남구 헌릉로618길 14 (세곡동)","02-3411-1081","10","196","103","17","17","0","0",""
"강남","강남구","원일유치원","사립","135-802","서울특별시 강남구 선릉로8길  (개포동)","02-574-2646","4","98","56","8","8","0","0",""
"강남","강남구","이화유치원","사립","135-964","서울특별시 강남구 개포로 109길 5 (개포동석인빌딩)","02-451-6688","4","94","46","7","7","0","0",""
"강남","강남구","일원유치원","사립","135-967","서울특별시 강남구 영동대로4길 17 (일원동개포공무원아파트)","02-3411-5060","3","90","41","9","9","0","0",""
"강남","강남구","진성유치원","사립","135-800","서울특별시 강남구 삼성로 11 (개포동개포주공아파트) 주공3단지내","02-573-6638","3","48","24","5","5","0","0",""
"강남","강남구","청담몬테소리유치원","사립","135-950","서울특별시 강남구 학동로67길 15 (청담동장우빌딩)","02-546-3369","7","117","55","10","10","0","0",""
"강남","강남구","청운교회부설유치원","사립","135-515","서울특별시 강남구 언주로65길 5 (역삼동교회)","02-3453-0902","5","114","67","12","12","0","0",""
"강남","강남구","초원유치원","사립","135-963","서울특별시 강남구 논현로14길 17  (포이동 222-6) (개포동교회)","02-578-5220","4","86","40","7","7","0","0",""
"강남","강남구","푸른유치원","사립","135-942","서울특별시 강남구 광평로9길 34 (일원동푸른마을아파트)","02-2226-2697","5","137","58","14","14","0","0",""
"강남","강남구","하늘빛유치원","사립","135-938","서울특별시 강남구 양재대로55길 12 (일원동수서1단지아파트)","02-451-7000","8","158","75","12","11","0","0",""
"강남","서초구","구룡유치원","사립","137-899","서울특별시 서초구 논현로5길 31-11 (양재동)","02-577-1986","4","113","56","7","7","0","0",""
"강남","서초구","꿈나라유치원","사립","137-859","서울특별시 서초구 서운로 62 (서초동우성아파트) 단지내","02-3474-4633","2","80","37","7","7","0","0",""
"강남","서초구","동우유치원","사립","137-871","서울특별시 서초구 명달로22길 24 (서초동동우유치원)","02-582-9155","5","127","68","11","10","0","0",""
"강남","서초구","동화유치원","사립","137-780","서울특별시 서초구 서초중앙로24길 43  (서초4동 1687) (서초동유원서초아파트)","02-595-9392","3","82","43","6","6","0","0",""
"강남","서초구","반포성모유치원","사립","137-800","서울특별시 서초구 신반포로15길 18  (반포2동 4-1) (반포동반포성당)","02-537-4224","3","70","35","6","6","0","0",""
"강남","서초구","반포자이유치원","사립","137-930","서울특별시 서초구 신반포로 270  (반포동 20-40) (반포동반포자이)","02-596-6668","7","149","57","14","14","0","0",""
"강남","서초구","새성민유치원","사립","137-848","서울특별시 서초구 효령로 110  (방배3동 981-2) (방배동성민교회)","02-582-1871","3","85","47","6","6","0","0",""
"강남","서초구","새순유치원","사립","137-834","서울특별시 서초구 서초대로15길 57  (방배4동 831-13) (방배동새순교회)","02-532-8901","4","70","30","7","7","0","0",""
"강남","서초구","서초유치원","사립","137-140","서울특별시 서초구 양재대로2길 100-64 (우면동)769","02-571-9009","12","248","119","16","16","0","0",""
"강남","서초구","석문유치원","사립","137-879","서울특별시 서초구 서초대로64길 73 (서초동서초동천주교회)","02-585-5881","4","106","51","8","8","0","0",""
"강남","서초구","신반포중앙유치원","사립","137-907","서울특별시 서초구 나루터로4길 58  (잠원동 60-3) (잠원동신반포아파트)","02-594-2214","6","128","62","8","8","0","0",""
"강남","서초구","여나유치원","사립","137-779","서울특별시 서초구 서초중앙로 200  삼풍아파트 1685번지 (서초동삼풍아파트)","02-536-1118","6","135","69","14","14","0","0",""
"강남","서초구","영생유치원","사립","137-800","서울특별시 서초구 신반포로19길 30  (반포동 4-10) (반포동신반포교회)","02-536-2329","4","88","44","6","6","0","0",""
"강남","서초구","영유유치원","사립","137-851","서울특별시 서초구 효령로34길 72  (방배3동 1020-3) (방배동영유유치원)","02-586-7516","5","83","42","10","10","0","0",""
"강남","서초구","우정유치원","사립","137-857","서울특별시 서초구 서초대로70길 32 (서초동코오롱스포렉스)","02-580-8347","6","164","82","10","9","0","0",""
"강남","서초구","육영유치원","사립","137-851","서울특별시 서초구 방배로6길 18  (방배3동 1020-10) (방배동)","02-583-8893","2","80","39","5","5","0","0",""
"강남","서초구","천사유치원","사립","137-793","서울특별시 서초구 바우뫼로 99 (양재동우성아파트)","070-8289-9515","4","100","52","10","10","0","0",""
"강남","서초구","하나유치원","사립","137-796","서울특별시 서초구 잠원로8길 13 (잠원동잠원한신아파트)","02-595-6585","8","200","101","12","12","0","0",""
"동작관악","관악구","서울관악초등학교병설유치원","공립","151-842","서울특별시 관악구 청룡4길 49 (봉천동관악초등학교)","02-883-0932","3","70","42","3","3","1","1",""
"동작관악","관악구","서울난곡초등학교병설유치원","공립","151-881","서울특별시 관악구 난곡로35길 102 (신림동난곡초등학교)","02-855-1491","3","63","33","3","3","1","1",""
"동작관악","관악구","서울봉천초등학교병설유치원","공립","151-809","서울특별시 관악구 행운1라길 17 (봉천동봉천초등학교)","02-874-7406","3","70","34","2","2","1","1",""
"동작관악","관악구","서울삼성초등학교병설유치원","공립","151-858","서울특별시 관악구 대학7길 52 (신림동삼성초등학교)","02-877-9139","6","108","47","6","6","2","2",""
"동작관악","관악구","서울신성초등학교병설유치원","공립","151-927","서울특별시 관악구 신림로 114 (신림동신성초등학교)","070-8622-8142","3","70","32","3","3","1","1",""
"동작관악","관악구","서울신우유치원","공립","151-863","서울특별시 관악구 호암로 498 (신림동신우초등학교)","02-874-3558","7","142","66","8","8","4","4",""
"동작관악","관악구","서울원당초등학교병설유치원","공립","151-834","서울특별시 관악구 봉천로 505 (봉천동원당초등학교)","02-879-2481","3","70","34","3","3","1","1",""
"동작관악","관악구","서울은천초등학교병설유치원","공립","151-826","서울특별시 관악구 은천로 69 (봉천동은천초등학교)","02-883-6421","4","98","52","3","3","1","1",""
"동작관악","관악구","서울청룡초등학교병설유치원","공립","151-839","서울특별시 관악구 관악로5길 61 (청룡동 산175-3)","02-871-2421","3","70","32","3","3","1","1",""
"동작관악","동작구","서울강남초등학교병설유치원","공립","156-881","서울특별시 동작구 강남초등길 15  서울강남초등학교병설유치원 (상도1동강남초등학교)","02-824-0503","3","58","33","2","2","1","1","신설"
"동작관악","동작구","서울남성초등학교병설유치원","공립","156-820","서울특별시 동작구 사당로23길 57-14 (사당동남성초등학교)","02-595-3991","3","70","34","2","2","1","1",""
"동작관악","동작구","서울문창초등학교병설유치원","공립","156-853","서울특별시 동작구 신대방2길 14 (신대방동서울문창초등학교)","02-836-9535","3","68","29","3","3","1","1",""
"동작관악","동작구","서울상도유치원","공립","156-840","서울특별시 동작구 성대로21길 62  서울상도유치원 (상도동상도초등학교)","02-827-0037","6","84","38","6","6","3","3","신설"
"동작관악","동작구","서울신남성초등학교병설유치원","공립","156-879","서울특별시 동작구 사당로 146 (사당동서울신남성초등학교)","02-587-6131","3","70","35","3","3","1","1",""
"동작관악","동작구","서울은로초등학교병설유치원","공립","156-862","서울특별시 동작구 서달로 115 (흑석동은로초등학교)","02-826-5787","5","100","62","5","5","3","3",""
"동작관악","관악구","건영유치원","사립","151-873","서울특별시 관악구 조원로 114 (신림동건영유치원)","02-858-4130","15","418","211","20","20","0","0",""
"동작관악","관악구","꿈나라유치원","사립","151-017","서울특별시 관악구 난곡로 42 꿈나라유치원","02-851-5596","10","167","86","15","15","0","0",""
"동작관악","관악구","나랑유치원","사립","151-069","서울 관악구 봉천로 33길 57  (두산아파트 단지내)","02-3255-5555","5","116","60","9","9","0","0",""
"동작관악","관악구","남서울유치원","사립","151-823","서울특별시 관악구 양녕로 4 (봉천동남서울유치원)","02-877-0021","10","199","101","14","14","0","0",""
"동작관악","관악구","동원유치원","사립","151-809","서울특별시 관악구 행운1길 96 (봉천동)","02-875-3456","5","129","57","10","10","0","0",""
"동작관악","관악구","명성유치원","사립","151-793","서울특별시 관악구 광신길 154 (신림동명성유치원)","02-874-3350","6","84","35","9","9","0","0",""
"동작관악","관악구","배꽃유치원","사립","151-827","서울특별시 관악구 봉천로29길 47 (봉천동배꽃유치원)","02-878-7766","6","147","63","11","11","0","0",""
"동작관악","관악구","새소슬유치원","사립","151-770","서울특별시 관악구 성현로 80 (봉천동관악드림타운)","02-6671-6001","5","116","56","9","9","0","0",""
"동작관악","관악구","새싹유치원","사립","151-802","서울특별시 관악구 남현2길 90 (남현동)","02-584-6135","3","80","41","6","6","0","0",""
"동작관악","관악구","서울유치원","사립","151-762","서울특별시 관악구 관악로37길 20  서울유치원 (봉천동봉천동아아파트)","02-878-3773","4","52","27","6","6","0","0",""
"동작관악","관악구","성도유치원","사립","151-855","서울특별시 관악구 복은길 76  (신림동제일성도교회)","02-886-4114","3","85","39","8","8","0","0",""
"동작관악","관악구","소슬유치원","사립","151-050","서울특별시 관악구 구암길 46 (봉천동소슬유치원)","02-888-3451","13","310","154","23","23","0","0",""
"동작관악","관악구","송이유치원","사립","151-867","서울특별시 관악구 문성로38길 70-1 (신림동송이유치원)","02-866-8933","3","34","13","5","5","0","0",""
"동작관악","관악구","신림유치원","사립","151-880","서울특별시 관악구 난곡로32길 12 (신림동신림유치원)","02-856-4523","7","132","64","10","10","0","0",""
"동작관악","관악구","애동유치원","사립","151-880","서울특별시 관악구 법원단지길 56 (신림동)","02-856-7555","7","29","16","4","3","0","0",""
"동작관악","관악구","영그린유치원","사립","151-015","서울특별시 관악구 쑥고개로2가길 25 (신림동)","02-884-2328","4","72","40","7","7","0","0",""
"동작관악","관악구","예닮유치원","사립","151-900","서울특별시 관악구 신원로3길 59-9 (신림동신원예닮교회)","02-859-3677","3","58","29","6","6","0","0",""
"동작관악","관악구","예일유치원","사립","151-050","서울특별시 관악구 낙성대역14길 6 (봉천동)","02-875-7556","3","60","35","6","6","0","0",""
"동작관악","관악구","원유치원","사립","151-829","서울특별시 관악구 봉천로 275  (봉천동)","02-877-0862","2","42","24","4","4","0","0",""
"동작관악","관악구","은비유치원","사립","151-050","서울특별시 관악구 청림5길 22  (봉천동은비유치원) (봉천동은비유치원)","02-882-0533","11","92","47","10","10","0","0",""
"동작관악","관악구","은아유치원","사립","151-832","서울특별시 관악구 남부순환로246길 25 (봉천동은아유치원)","02-882-0018","14","368","173","23","23","0","0",""
"동작관악","관악구","종인유치원","사립","151-812","서울특별시 관악구 솔밭로 20 (봉천동종인유치원)","02-878-1332","2","42","19","5","5","0","0",""
"동작관악","관악구","큰솔유치원","사립","151-050","서울특별시 관악구 관악로30길 12 (봉천동봉천 우성아파트)","02-889-8381","7","163","66","12","12","0","0",""
"동작관악","관악구","하늘유치원","사립","151-015","서울특별시 관악구 신림로29길 3-20 유치원동(신림동신림현대아파트)","02-871-8508","6","118","55","11","11","0","0",""
"동작관악","관악구","한별유치원","사립","151-894","서울특별시 관악구 남부순환로144길 65 (신림동)","02-855-6659","5","143","78","10","9","0","0",""
"동작관악","관악구","해슬아유치원","사립","151-778","서울특별시 관악구 은천로 93 (봉천동벽산블루밍)","02-878-4367","10","245","128","13","13","0","0",""
"동작관악","관악구","현대유치원","사립","151-050","서울특별시 관악구 관악로40길 55 (봉천동현대아파트)","02-884-3809","6","151","64","11","11","0","0",""
"동작관악","동작구","강남유치원","사립","156-830","서울특별시 동작구 상도로41가길 13 (상도1동대한예수교장로회상도교회)","02-813-7122","3","74","33","6","6","0","0",""
"동작관악","동작구","노량진교회유치원","사립","156-060","서울특별시 동작구 노량진로30길 9 (본동노량진교회)","02-817-3875","3","69","32","6","6","0","0",""
"동작관악","동작구","동그라미유치원","사립","156-825","서울특별시 동작구 사당로28길 34 (사당동동그라미유치원)","02-587-7223","10","262","134","19","19","0","0",""
"동작관악","동작구","동아유치원","사립","156-813","서울특별시 동작구 만양로3길 48 동아유치원","02-6332-7718","13","290","128","18","18","0","0",""
"동작관악","동작구","메이플유치원","사립","156-786","서울특별시 동작구 여의대방로 22 (신대방동우성아파트)","02-848-8882","6","127","60","9","9","0","0",""
"동작관악","동작구","명수유치원","사립","156-861","서울특별시 동작구 흑석로13길 3 (흑석동흑석동천주교회)","02-816-2964","4","102","55","9","9","0","0",""
"동작관악","동작구","무지개유치원","사립","156-836","서울특별시 동작구 상도로 399  삼호아파트 단지내 (상도동삼호아파트)","02-817-9854","4","66","36","8","8","0","0",""
"동작관악","동작구","벧엘유치원","사립","156-803","서울특별시 동작구 장승배기로20길 46-3 (노량진동송학대교회 벧엘유치원)","02-814-1482","6","143","78","8","8","0","0",""
"동작관악","동작구","사랑유치원","사립","156-811","서울특별시 동작구 여의대방로24나길 6 (대방동)","02-822-0102","5","113","62","8","8","0","0",""
"동작관악","동작구","상도유치원","사립","156-834","서울특별시 동작구 상도로  47길 51","02-815-3319","3","56","34","5","5","0","0",""
"동작관악","동작구","상아유치원","사립","156-841","서울특별시 동작구 양녕로26길 15 (상도동약수맨션아파트)","02-822-6901","2","34","21","4","4","0","0",""
"동작관악","동작구","샛별유치원","사립","156-030","서울특별시 동작구 상도로50길 36-1  샛별유치원 (상도동)","02-3280-8993","8","167","85","12","12","0","0","신설"
"동작관악","동작구","성모유치원","사립","156-838","서울특별시 동작구 장승배기로5길 16 (상도동성모유치원)","02-823-6878","7","96","49","12","12","0","0",""
"동작관악","동작구","소망유치원","사립","156-791","서울특별시 동작구 현충로 119 명수대현대 아파트 단지내 소망유치원 (흑석동명수대현대아파트)","02-823-8871","3","74","38","7","7","0","0",""
"동작관악","동작구","송림유치원","사립","156-879","서울특별시 동작구 사당로2다길 95 (사당동송림유치원 수녀원)","02-523-7718","4","92","38","10","10","0","0",""
"동작관악","동작구","승혜유치원","사립","156-836","서울특별시 동작구 성대로21길 15 (상도동승혜유치원)","02-822-9430","5","113","53","9","9","0","0",""
"동작관악","동작구","양문유치원","사립","156-853","서울특별시 동작구 시흥대로 644-1 (신대방동양문교회)","02-834-6864","5","61","26","6","6","0","0",""
"동작관악","동작구","열림유치원","사립","156-811","서울특별시 동작구 여의대방로44길 49 (대방동)","02-825-5021","9","227","113","15","15","0","0",""
"동작관악","동작구","예림유치원","사립","156-792","서울특별시 동작구 현충로 151 (흑석동한강현대아파트)","02-817-1455","3","50","28","6","6","0","0",""
"동작관악","동작구","요요유치원","사립","156-787","서울특별시 동작구 여의대방로 28 (신대방동현대아파트)","02-836-6710","7","157","69","13","13","0","0",""
"동작관악","동작구","은혜유치원","사립","156-844","서울특별시 동작구 성대로6가길 29 (상도동애광유치원)","02-822-3450","5","16","5","3","3","0","0",""
"동작관악","동작구","장아유치원","사립","156-751","서울특별시 동작구 만양로8길 50 (노량진동우성아파트)","02-817-4442","6","108","55","10","10","0","0",""
"동작관악","동작구","중앙대부속유치원","사립","156-756","서울특별시 동작구 흑석로 47 (흑석동중앙대학교사범대학유치원)","02-815-0146","6","150","75","8","8","0","0",""
"동작관악","동작구","총신대부속유치원","사립","156-763","서울특별시 동작구 사당로 143 (사당동대한예수교장로회총회신학원)","02-3479-0550","6","143","67","12","11","0","0",""
"동작관악","동작구","태성유치원","사립","156-849","서울특별시 동작구 여의대방로16길 1 (신대방동태성대아파트) 태성복지관1층","02-842-6122","3","57","25","6","6","0","0",""
"동작관악","동작구","하랑숲유치원","사립","156-080","서울특별시 동작구 동작대로41길 7 (동작동)","02-2038-6606","10","188","86","18","18","0","0",""
"동작관악","동작구","한가람유치원","사립","156-863","서울특별시 동작구 현충로14길 26 (흑석동한가람교회)","02-812-0646","2","33","19","3","3","0","0",""
"성북","성북구","영천유치원","사립","136-836","서울특별시 성북구 장위로 46 (장위동)","02-941-6776","2","69","39","6","6","0","0",""
"성북","성북구","예린유치원","사립","136-863","서울특별시 성북구 종암로25길 17 (종암동종암교회)","02-927-6557","4","96","55","6","6","0","0",""
"성북","성북구","우촌유치원","사립","136-060","서울특별시 성북구 성북로4길 52-1  우촌유치원 (돈암동우촌초등학교)","02-922-2344","7","159","71","10","10","0","0",""
"성북","성북구","은영유치원","사립","136-083","서울특별시 성북구 보문사길 18 (보문동3가은영유치원)","02-926-9278","5","117","69","9","9","0","0",""
"성북","성북구","은하유치원","사립","136-818","서울시 성북구 돌곶이로64 (석관동)","02-962-7647","2","80","41","6","6","0","0",""
"성북","성북구","제일유치원","사립","136-130","서울특별시 성북구 오패산로1길 49 (하월곡동)","02-941-9979","3","51","23","5","5","0","0",""
"성북","성북구","좋은나라유치원","사립","136-781","서울특별시 성북구 종암로24가길 53  유치원동 (종암동종암에스케이아파트101동)","02-911-5777","7","173","85","13","13","0","0",""
"성북","성북구","천사유치원","사립","136-753","서울특별시 성북구 성북로4길 52 (돈암동한신한진아파트)","02-953-1004","5","106","52","9","9","0","0",""
"성북","성북구","탑주유치원","사립","136-130","서울특별시 성북구 화랑로13길 17 (하월곡동진각종(진각종)) 탑주유치원","02-913-5548","5","120","58","9","9","0","0",""
"성북","성북구","푸른샘유치원","사립","136-110","서울특별시 성북구 길음로13길 29 (길음동)","02-915-9300","9","173","86","13","13","0","0",""
"성북","성북구","한가람유치원","사립","136-775","서울특별시 성북구 서경로 166 (정릉동정릉풍림아이원)","02-942-0042","10","237","119","16","16","0","0",""
"성북","성북구","한마음유치원","사립","136-834","서울특별시 성북구 월계로 124 (장위동)","02-942-5353","7","135","56","9","9","0","0",""
"성북","성북구","해뜨는유치원","사립","136-840","서울특별시 성북구 서경로2길 16  정릉동 해뜨는유치원 (정릉동해뜨는유치원)","02-942-8687","6","130","73","10","10","0","0",""
